Date,Month,Product,Product Family,Quarter,Region EN,Select level,Territory EN,Year,Arrow up and down,CY Patients,"CY to PY, %","CY to PY, % negative (for tooltip)","CY to PY, % positive (for tooltip)",Diagnosed Patients,Number of Records,PY Patients
11/12/2019,12,Prd63,FAM26,4,Moscow Region,FAM26,Moscow Region,2019,↓,0,-1,-1,,1,1,1
12/12/2019,12,Prd63,FAM26,4,Moscow Region,FAM26,Moscow Region,2019,↓,0,-1,-1,,1,1,1
13/12/2019,12,Prd63,FAM26,4,Moscow Region,FAM26,Moscow Region,2019,↓,0,-1,-1,,1,1,1
15/12/2019,12,Prd63,FAM26,4,Moscow Region,FAM26,Moscow Region,2019,↓,0,-1,-1,,1,1,1
19/12/2019,12,Prd63,FAM26,4,Moscow Region,FAM26,Moscow Region,2019,↓,0,-1,-1,,1,1,1
02/01/2020,1,Prd63,FAM26,1,Moscow Region,FAM26,Moscow Region,2020,↓,1,0,,,1,1,1
12/01/2020,1,Prd63,FAM26,1,Moscow Region,FAM26,Moscow Region,2020,↓,2,0,,,2,1,2
16/01/2020,1,Prd63,FAM26,1,Moscow Region,FAM26,Moscow Region,2020,↓,1,0,,,1,1,1
22/01/2020,1,Prd63,FAM26,1,Moscow Region,FAM26,Moscow Region,2020,↓,3,0,,,3,1,3
27/01/2020,1,Prd63,FAM26,1,Moscow Region,FAM26,Moscow Region,2020,↓,1,0,,,1,1,1
10/02/2020,2,Prd63,FAM26,1,Moscow Region,FAM26,Moscow Region,2020,↓,1,0,,,1,1,1
11/02/2020,2,Prd63,FAM26,1,Moscow Region,FAM26,Moscow Region,2020,↓,1,0,,,1,1,1
14/02/2020,2,Prd63,FAM26,1,Moscow Region,FAM26,Moscow Region,2020,↓,2,0,,,2,1,2
18/02/2020,2,Prd63,FAM26,1,Moscow Region,FAM26,Moscow Region,2020,↓,1,0,,,1,1,1
21/02/2020,2,Prd63,FAM26,1,Moscow Region,FAM26,Moscow Region,2020,↓,1,0,,,1,1,1
15/03/2020,3,Prd63,FAM26,1,Moscow Region,FAM26,Moscow Region,2020,↓,1,0,,,1,1,1
18/03/2020,3,Prd63,FAM26,1,Moscow Region,FAM26,Moscow Region,2020,↓,1,0,,,1,1,1
21/03/2020,3,Prd63,FAM26,1,Moscow Region,FAM26,Moscow Region,2020,↓,1,0,,,1,1,1
25/03/2020,3,Prd63,FAM26,1,Moscow Region,FAM26,Moscow Region,2020,↓,1,0,,,1,1,1
08/04/2020,4,Prd63,FAM26,2,Moscow Region,FAM26,Moscow Region,2020,↓,1,0,,,1,1,1
14/04/2020,4,Prd63,FAM26,2,Moscow Region,FAM26,Moscow Region,2020,↓,1,0,,,1,1,1
16/04/2020,4,Prd63,FAM26,2,Moscow Region,FAM26,Moscow Region,2020,↓,1,0,,,1,1,1
18/04/2020,4,Prd63,FAM26,2,Moscow Region,FAM26,Moscow Region,2020,↓,1,0,,,1,1,1
19/04/2020,4,Prd63,FAM26,2,Moscow Region,FAM26,Moscow Region,2020,↓,1,0,,,1,1,1
21/04/2020,4,Prd63,FAM26,2,Moscow Region,FAM26,Moscow Region,2020,↓,1,0,,,1,1,1
23/04/2020,4,Prd63,FAM26,2,Moscow Region,FAM26,Moscow Region,2020,↓,1,0,,,1,1,1
03/05/2020,5,Prd63,FAM26,2,Moscow Region,FAM26,Moscow Region,2020,↓,1,0,,,1,1,1
06/05/2020,5,Prd63,FAM26,2,Moscow Region,FAM26,Moscow Region,2020,↓,5,0,,,5,1,5
07/05/2020,5,Prd63,FAM26,2,Moscow Region,FAM26,Moscow Region,2020,↓,1,0,,,1,1,1
18/05/2020,5,Prd63,FAM26,2,Moscow Region,FAM26,Moscow Region,2020,↓,1,0,,,1,1,1
19/05/2020,5,Prd63,FAM26,2,Moscow Region,FAM26,Moscow Region,2020,↓,1,0,,,1,1,1
04/06/2020,6,Prd63,FAM26,2,Moscow Region,FAM26,Moscow Region,2020,↓,1,0,,,1,1,1
07/06/2020,6,Prd63,FAM26,2,Moscow Region,FAM26,Moscow Region,2020,↓,1,0,,,1,1,1
09/06/2020,6,Prd63,FAM26,2,Moscow Region,FAM26,Moscow Region,2020,↓,1,0,,,1,1,1
11/06/2020,6,Prd63,FAM26,2,Moscow Region,FAM26,Moscow Region,2020,↓,1,0,,,1,1,1
25/03/2019,3,Prd63,FAM26,1,North-West,FAM26,Arkhangelsk Oblast,2019,↓,0,-1,-1,,1,1,1
01/04/2019,4,Prd63,FAM26,2,North-West,FAM26,Arkhangelsk Oblast,2019,↓,0,-1,-1,,2,1,2
20/05/2019,5,Prd63,FAM26,2,North-West,FAM26,Arkhangelsk Oblast,2019,↓,0,-1,-1,,2,1,2
06/07/2020,7,Prd63,FAM26,3,North-West,FAM26,Arkhangelsk Oblast,2020,↓,1,0,,,1,1,1
16/04/2019,4,Prd63,FAM26,2,North-West,FAM26,Kaliningrad Oblast,2019,↓,0,-1,-1,,1,1,1
26/04/2019,4,Prd63,FAM26,2,North-West,FAM26,Kaliningrad Oblast,2019,↓,0,-1,-1,,1,1,1
05/08/2019,8,Prd63,FAM26,3,North-West,FAM26,Kaliningrad Oblast,2019,↓,0,-1,-1,,1,1,1
13/01/2019,1,Prd63,FAM26,1,North-West,FAM26,Karelia Republic,2019,↓,0,-1,-1,,1,1,1
14/01/2019,1,Prd63,FAM26,1,North-West,FAM26,Karelia Republic,2019,↓,0,-1,-1,,1,1,1
16/10/2019,10,Prd63,FAM26,4,North-West,FAM26,Karelia Republic,2019,↓,0,-1,-1,,1,1,1
12/12/2019,12,Prd63,FAM26,4,North-West,FAM26,Karelia Republic,2019,↓,0,-1,-1,,1,1,1
03/04/2020,4,Prd63,FAM26,2,North-West,FAM26,Karelia Republic,2020,↓,2,0,,,2,1,2
31/01/2019,1,Prd63,FAM26,1,North-West,FAM26,Komi Republic,2019,↓,0,-1,-1,,1,1,1
11/03/2019,3,Prd63,FAM26,1,North-West,FAM26,Komi Republic,2019,↓,0,-1,-1,,1,1,1
08/04/2019,4,Prd63,FAM26,2,North-West,FAM26,Komi Republic,2019,↓,0,-1,-1,,1,1,1
03/05/2019,5,Prd63,FAM26,2,North-West,FAM26,Komi Republic,2019,↓,0,-1,-1,,1,1,1
01/04/2019,4,Prd63,FAM26,2,North-West,FAM26,Murmansk Oblast,2019,↓,0,-1,-1,,1,1,1
08/04/2019,4,Prd63,FAM26,2,North-West,FAM26,Murmansk Oblast,2019,↓,0,-1,-1,,1,1,1
03/06/2019,6,Prd63,FAM26,2,North-West,FAM26,Murmansk Oblast,2019,↓,0,-1,-1,,1,1,1
10/06/2019,6,Prd63,FAM26,2,North-West,FAM26,Murmansk Oblast,2019,↓,0,-1,-1,,1,1,1
12/11/2019,11,Prd63,FAM26,4,North-West,FAM26,Murmansk Oblast,2019,↓,0,-1,-1,,1,1,1
11/03/2019,3,Prd63,FAM26,1,North-West,FAM26,Nenets Autonomous Okrug,2019,↓,0,-1,-1,,1,1,1
01/01/2019,1,Prd63,FAM26,1,North-West,FAM26,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
01/03/2019,3,Prd63,FAM26,1,North-West,FAM26,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
01/05/2019,5,Prd63,FAM26,2,North-West,FAM26,Saint Petersburg,2019,↓,0,-1,-1,,2,1,2
06/05/2019,5,Prd63,FAM26,2,North-West,FAM26,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
07/05/2019,5,Prd63,FAM26,2,North-West,FAM26,Saint Petersburg,2019,↓,0,-1,-1,,2,1,2
15/05/2019,5,Prd63,FAM26,2,North-West,FAM26,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
16/05/2019,5,Prd63,FAM26,2,North-West,FAM26,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
22/05/2019,5,Prd63,FAM26,2,North-West,FAM26,Saint Petersburg,2019,↓,0,-1,-1,,3,1,3
29/05/2019,5,Prd63,FAM26,2,North-West,FAM26,Saint Petersburg,2019,↓,0,-1,-1,,2,1,2
01/06/2019,6,Prd63,FAM26,2,North-West,FAM26,Saint Petersburg,2019,↓,0,-1,-1,,11,1,11
01/07/2019,7,Prd63,FAM26,3,North-West,FAM26,Saint Petersburg,2019,↓,0,-1,-1,,6,1,6
01/08/2019,8,Prd63,FAM26,3,North-West,FAM26,Saint Petersburg,2019,↓,0,-1,-1,,2,1,2
23/09/2019,9,Prd63,FAM26,3,North-West,FAM26,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
01/10/2019,10,Prd63,FAM26,4,North-West,FAM26,Saint Petersburg,2019,↓,0,-1,-1,,3,1,3
21/11/2019,11,Prd63,FAM26,4,North-West,FAM26,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
05/12/2019,12,Prd63,FAM26,4,North-West,FAM26,Saint Petersburg,2019,↓,0,-1,-1,,2,1,2
10/12/2019,12,Prd63,FAM26,4,North-West,FAM26,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
17/12/2019,12,Prd63,FAM26,4,North-West,FAM26,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
19/12/2019,12,Prd63,FAM26,4,North-West,FAM26,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
22/01/2020,1,Prd63,FAM26,1,North-West,FAM26,Saint Petersburg,2020,↓,1,0,,,1,1,1
29/01/2020,1,Prd63,FAM26,1,North-West,FAM26,Saint Petersburg,2020,↓,1,0,,,1,1,1
04/02/2020,2,Prd63,FAM26,1,North-West,FAM26,Saint Petersburg,2020,↓,1,0,,,1,1,1
13/02/2020,2,Prd63,FAM26,1,North-West,FAM26,Saint Petersburg,2020,↓,2,0,,,2,1,2
10/06/2020,6,Prd63,FAM26,2,North-West,FAM26,Saint Petersburg,2020,↓,2,0,,,2,1,2
12/03/2019,3,Prd63,FAM26,1,North-West,FAM26,Vologda Oblast,2019,↓,0,-1,-1,,1,1,1
18/03/2019,3,Prd63,FAM26,1,North-West,FAM26,Vologda Oblast,2019,↓,0,-1,-1,,1,1,1
01/04/2019,4,Prd63,FAM26,2,North-West,FAM26,Vologda Oblast,2019,↓,0,-1,-1,,3,1,3
16/04/2019,4,Prd63,FAM26,2,North-West,FAM26,Vologda Oblast,2019,↓,0,-1,-1,,1,1,1
07/05/2019,5,Prd63,FAM26,2,North-West,FAM26,Vologda Oblast,2019,↓,0,-1,-1,,1,1,1
13/05/2019,5,Prd63,FAM26,2,North-West,FAM26,Vologda Oblast,2019,↓,0,-1,-1,,2,1,2
11/09/2019,9,Prd63,FAM26,3,North-West,FAM26,Vologda Oblast,2019,↓,0,-1,-1,,1,1,1
22/10/2019,10,Prd63,FAM26,4,North-West,FAM26,Vologda Oblast,2019,↓,0,-1,-1,,1,1,1
19/02/2020,2,Prd63,FAM26,1,North-West,FAM26,Vologda Oblast,2020,↓,1,0,,,1,1,1
11/01/2019,1,Prd63,FAM26,1,Southern,FAM26,Astrakhan Oblast,2019,↓,0,-1,-1,,1,1,1
01/03/2019,3,Prd63,FAM26,1,Southern,FAM26,Astrakhan Oblast,2019,↓,0,-1,-1,,2,1,2
15/03/2019,3,Prd63,FAM26,1,Southern,FAM26,Astrakhan Oblast,2019,↓,0,-1,-1,,1,1,1
15/10/2019,10,Prd63,FAM26,4,Southern,FAM26,Astrakhan Oblast,2019,↓,0,-1,-1,,1,1,1
22/01/2020,1,Prd63,FAM26,1,Southern,FAM26,Astrakhan Oblast,2020,↓,1,0,,,1,1,1
16/03/2020,3,Prd63,FAM26,1,Southern,FAM26,Astrakhan Oblast,2020,↓,1,0,,,1,1,1
01/06/2020,6,Prd63,FAM26,2,Southern,FAM26,Astrakhan Oblast,2020,↓,2,0,,,2,1,2
19/02/2020,2,Prd63,FAM26,1,Southern,FAM26,Chechen Republic,2020,↓,1,0,,,1,1,1
06/05/2019,5,Prd63,FAM26,2,Southern,FAM26,Crimea Republic,2019,↓,0,-1,-1,,1,1,1
07/05/2019,5,Prd63,FAM26,2,Southern,FAM26,Crimea Republic,2019,↓,0,-1,-1,,2,1,2
08/05/2019,5,Prd63,FAM26,2,Southern,FAM26,Crimea Republic,2019,↓,0,-1,-1,,1,1,1
13/05/2019,5,Prd63,FAM26,2,Southern,FAM26,Crimea Republic,2019,↓,0,-1,-1,,1,1,1
19/06/2019,6,Prd63,FAM26,2,Southern,FAM26,Crimea Republic,2019,↓,0,-1,-1,,1,1,1
23/07/2019,7,Prd63,FAM26,3,Southern,FAM26,Crimea Republic,2019,↓,0,-1,-1,,1,1,1
24/07/2019,7,Prd63,FAM26,3,Southern,FAM26,Crimea Republic,2019,↓,0,-1,-1,,1,1,1
01/09/2019,9,Prd63,FAM26,3,Southern,FAM26,Crimea Republic,2019,↓,0,-1,-1,,2,1,2
03/12/2019,12,Prd63,FAM26,4,Southern,FAM26,Crimea Republic,2019,↓,0,-1,-1,,1,1,1
04/12/2019,12,Prd63,FAM26,4,Southern,FAM26,Crimea Republic,2019,↓,0,-1,-1,,1,1,1
03/03/2020,3,Prd63,FAM26,1,Southern,FAM26,Crimea Republic,2020,↓,1,0,,,1,1,1
04/03/2020,3,Prd63,FAM26,1,Southern,FAM26,Crimea Republic,2020,↓,1,0,,,1,1,1
19/03/2020,3,Prd63,FAM26,1,Southern,FAM26,Crimea Republic,2020,↓,1,0,,,1,1,1
14/04/2020,4,Prd63,FAM26,2,Southern,FAM26,Crimea Republic,2020,↓,3,0,,,3,1,3
26/05/2020,5,Prd63,FAM26,2,Southern,FAM26,Crimea Republic,2020,↓,1,0,,,1,1,1
28/05/2020,5,Prd63,FAM26,2,Southern,FAM26,Crimea Republic,2020,↓,1,0,,,1,1,1
02/06/2020,6,Prd63,FAM26,2,Southern,FAM26,Crimea Republic,2020,↓,1,0,,,1,1,1
03/06/2020,6,Prd63,FAM26,2,Southern,FAM26,Crimea Republic,2020,↓,1,0,,,1,1,1
15/06/2020,6,Prd63,FAM26,2,Southern,FAM26,Crimea Republic,2020,↓,1,0,,,1,1,1
22/06/2020,6,Prd63,FAM26,2,Southern,FAM26,Crimea Republic,2020,↓,1,0,,,1,1,1
23/06/2020,6,Prd63,FAM26,2,Southern,FAM26,Crimea Republic,2020,↓,2,0,,,2,1,2
25/06/2020,6,Prd63,FAM26,2,Southern,FAM26,Crimea Republic,2020,↓,1,0,,,1,1,1
02/04/2019,4,Prd63,FAM26,2,Southern,FAM26,Dagestan Republic,2019,↓,0,-1,-1,,1,1,1
14/05/2019,5,Prd63,FAM26,2,Southern,FAM26,Dagestan Republic,2019,↓,0,-1,-1,,1,1,1
10/10/2019,10,Prd63,FAM26,4,Southern,FAM26,Dagestan Republic,2019,↓,0,-1,-1,,1,1,1
24/10/2019,10,Prd63,FAM26,4,Southern,FAM26,Dagestan Republic,2019,↓,0,-1,-1,,2,1,2
12/12/2019,12,Prd63,FAM26,4,Southern,FAM26,Dagestan Republic,2019,↓,0,-1,-1,,1,1,1
20/02/2020,2,Prd63,FAM26,1,Southern,FAM26,Dagestan Republic,2020,↓,1,0,,,1,1,1
02/06/2020,6,Prd63,FAM26,2,Southern,FAM26,Dagestan Republic,2020,↓,1,0,,,1,1,1
23/03/2020,3,Prd63,FAM26,1,Southern,FAM26,Ingushetia Republic,2020,↓,1,0,,,1,1,1
10/01/2019,1,Prd63,FAM26,1,Southern,FAM26,Kalmykia Republic,2019,↓,0,-1,-1,,1,1,1
12/03/2019,3,Prd63,FAM26,1,Southern,FAM26,Kalmykia Republic,2019,↓,0,-1,-1,,1,1,1
09/01/2020,1,Prd63,FAM26,1,Southern,FAM26,Kalmykia Republic,2020,↓,1,0,,,1,1,1
23/03/2020,3,Prd63,FAM26,1,Southern,FAM26,Kalmykia Republic,2020,↓,1,0,,,1,1,1
01/06/2020,6,Prd63,FAM26,2,Southern,FAM26,Kalmykia Republic,2020,↓,3,0,,,3,1,3
05/09/2019,9,Prd63,FAM26,3,Southern,FAM26,Karachay-Cherkess Republic,2019,↓,0,-1,-1,,2,1,2
14/01/2019,1,Prd63,FAM26,1,Southern,FAM26,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
17/01/2019,1,Prd63,FAM26,1,Southern,FAM26,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
12/02/2019,2,Prd63,FAM26,1,Southern,FAM26,Krasnodar Oblast,2019,↓,0,-1,-1,,2,1,2
25/02/2019,2,Prd63,FAM26,1,Southern,FAM26,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
27/02/2019,2,Prd63,FAM26,1,Southern,FAM26,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
28/02/2019,2,Prd63,FAM26,1,Southern,FAM26,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
01/03/2019,3,Prd63,FAM26,1,Southern,FAM26,Krasnodar Oblast,2019,↓,0,-1,-1,,2,1,2
04/03/2019,3,Prd63,FAM26,1,Southern,FAM26,Krasnodar Oblast,2019,↓,0,-1,-1,,3,1,3
06/03/2019,3,Prd63,FAM26,1,Southern,FAM26,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
01/04/2019,4,Prd63,FAM26,2,Southern,FAM26,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
01/05/2019,5,Prd63,FAM26,2,Southern,FAM26,Krasnodar Oblast,2019,↓,0,-1,-1,,3,1,3
13/05/2019,5,Prd63,FAM26,2,Southern,FAM26,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
16/05/2019,5,Prd63,FAM26,2,Southern,FAM26,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
01/06/2019,6,Prd63,FAM26,2,Southern,FAM26,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
04/07/2019,7,Prd63,FAM26,3,Southern,FAM26,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
15/07/2019,7,Prd63,FAM26,3,Southern,FAM26,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
01/08/2019,8,Prd63,FAM26,3,Southern,FAM26,Krasnodar Oblast,2019,↓,0,-1,-1,,3,1,3
09/08/2019,8,Prd63,FAM26,3,Southern,FAM26,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
15/08/2019,8,Prd63,FAM26,3,Southern,FAM26,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
01/09/2019,9,Prd63,FAM26,3,Southern,FAM26,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
09/09/2019,9,Prd63,FAM26,3,Southern,FAM26,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
18/09/2019,9,Prd63,FAM26,3,Southern,FAM26,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
23/09/2019,9,Prd63,FAM26,3,Southern,FAM26,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
24/09/2019,9,Prd63,FAM26,3,Southern,FAM26,Krasnodar Oblast,2019,↓,0,-1,-1,,1,1,1
04/02/2019,2,Prd20,FAM1,1,Central,FAM1,Belgorod Oblast,2019,↓,0,-1,-1,,1,1,1
04/02/2019,2,Prd20,FAM1,1,Central,FAM1,Belgorod Oblast,2019,↓,0,-1,-1,,1,1,1
10/02/2019,2,Prd20,FAM1,1,Moscow,FAM1,Moscow,2019,↓,0,-1,-1,,1,1,1
11/02/2019,2,Prd20,FAM1,1,Moscow,FAM1,Moscow,2019,↓,0,-1,-1,,1,1,1
13/03/2019,3,Prd20,FAM1,1,Moscow,FAM1,Moscow,2019,↓,0,-1,-1,,1,1,1
22/01/2019,1,Prd20,FAM1,1,North-West,FAM1,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
28/01/2019,1,Prd20,FAM1,1,North-West,FAM1,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
29/01/2019,1,Prd20,FAM1,1,North-West,FAM1,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
10/01/2019,1,Prd20,FAM1,1,North-West,FAM1,Saint Petersburg,2019,↓,0,-1,-1,,3,1,3
04/02/2019,2,Prd20,FAM1,1,North-West,FAM1,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
17/02/2019,2,Prd20,FAM1,1,North-West,FAM1,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
05/02/2019,2,Prd20,FAM1,1,North-West,FAM1,Saint Petersburg,2019,↓,0,-1,-1,,2,1,2
27/03/2019,3,Prd20,FAM1,1,North-West,FAM1,Kaliningrad Oblast,2019,↓,0,-1,-1,,1,1,1
31/03/2019,3,Prd20,FAM1,1,Ural & W.Siberia,FAM1,Altai Oblast,2019,↓,0,-1,-1,,1,1,1
01/02/2019,2,Prd20,FAM1,1,Volga,FAM1,Bashkortostan Republic,2019,↓,0,-1,-1,,1,1,1
08/01/2019,1,Prd20,FAM10,1,Moscow Region,FAM10,Moscow Region,2019,↓,0,-1,-1,,1,1,1
12/01/2019,1,Prd20,FAM10,1,North-West,FAM10,Saint Petersburg,2019,↓,0,-1,-1,,1,1,1
15/02/2019,2,Prd20,FAM10,1,Volga,FAM10,Saratov Oblast,2019,↓,0,-1,-1,,1,1,1
31/01/2019,1,Prd63,FAM26,1,Southern,FAM26,Volgograd Oblast,2019,↓,0,-1,-1,,1,1,1
19/03/2019,3,Prd63,FAM26,1,Southern,FAM26,Sevastopol,2019,↓,0,-1,-1,,1,1,1
06/02/2019,2,Prd63,FAM26,1,Ural & W.Siberia,FAM26,Chelyabinsk Oblast,2019,↓,0,-1,-1,,1,1,1
22/02/2019,2,Prd63,FAM26,1,Ural & W.Siberia,FAM26,Sverdlovsk Oblast,2019,↓,0,-1,-1,,1,1,1
24/02/2019,2,Prd63,FAM26,1,Ural & W.Siberia,FAM26,Sverdlovsk Oblast,2019,↓,0,-1,-1,,1,1,1
05/03/2019,3,Prd63,FAM26,1,Ural & W.Siberia,FAM26,Chelyabinsk Oblast,2019,↓,0,-1,-1,,1,1,1
18/03/2019,3,Prd63,FAM26,1,Ural & W.Siberia,FAM26,Omsk Oblast,2019,↓,0,-1,-1,,1,1,1
07/03/2019,3,Prd63,FAM26,1,Ural & W.Siberia,FAM26,Sverdlovsk Oblast,2019,↓,0,-1,-1,,1,1,1
31/01/2019,1,Prd63,FAM26,1,Volga,FAM26,Nizhny Novgorod Oblast,2019,↓,0,-1,-1,,1,1,1
23/01/2019,1,Prd63,FAM26,1,Volga,FAM26,Penza Oblast,2019,↓,0,-1,-1,,2,1,2
05/02/2019,2,Prd63,FAM26,1,Volga,FAM26,Penza Oblast,2019,↓,0,-1,-1,,1,1,1
14/02/2019,2,Prd63,FAM26,1,Volga,FAM26,Penza Oblast,2019,↓,0,-1,-1,,1,1,1
12/02/2019,2,Prd63,FAM26,1,Volga,FAM26,Samara Oblast,2019,↓,0,-1,-1,,2,1,2
01/03/2019,3,Prd63,FAM26,1,Volga,FAM26,Kirov Oblast,2019,↓,0,-1,-1,,1,1,1
28/03/2019,3,Prd63,FAM26,1,Volga,FAM26,Tatarstan Republic,2019,↓,0,-1,-1,,2,1,2
10/01/2019,1,Prd21,FAM8,1,Central,FAM8,Belgorod Oblast,2019,↓,0,-1,-1,,1,1,1
16/01/2019,1,Prd21,FAM8,1,Central,FAM8,Belgorod Oblast,2019,↓,0,-1,-1,,1,1,1
22/01/2019,1,Prd21,FAM8,1,Central,FAM8,Bryansk Oblast,2019,↓,0,-1,-1,,1,1,1
28/01/2019,1,Prd21,FAM8,1,Central,FAM8,Bryansk Oblast,2019,↓,0,-1,-1,,1,1,1
24/01/2019,1,Prd21,FAM8,1,Central,FAM8,Kaluga Oblast,2019,↓,0,-1,-1,,1,1,1
11/01/2019,1,Prd21,FAM8,1,Central,FAM8,Tambov Oblast,2019,↓,0,-1,-1,,1,1,1
18/01/2019,1,Prd21,FAM8,1,Central,FAM8,Tver Oblast,2019,↓,0,-1,-1,,1,1,1
19/01/2019,1,Prd21,FAM8,1,Central,FAM8,Tver Oblast,2019,↓,0,-1,-1,,1,1,1
31/01/2019,1,Prd21,FAM8,1,Central,FAM8,Voronezh Oblast,2019,↓,0,-1,-1,,1,1,1
21/01/2019,1,Prd21,FAM8,1,Central,FAM8,Voronezh Oblast,2019,↓,0,-1,-1,,2,1,2
10/01/2019,1,Prd21,FAM8,1,Central,FAM8,Yaroslavl Oblast,2019,↓,0,-1,-1,,2,1,2
19/02/2019,2,Prd21,FAM8,1,Central,FAM8,Kaluga Oblast,2019,↓,0,-1,-1,,1,1,1
05/02/2019,2,Prd21,FAM8,1,Central,FAM8,Oryol Oblast,2019,↓,0,-1,-1,,1,1,1
13/02/2019,2,Prd21,FAM8,1,Central,FAM8,Oryol Oblast,2019,↓,0,-1,-1,,1,1,1
26/02/2019,2,Prd21,FAM8,1,Central,FAM8,Smolensk Oblast,2019,↓,0,-1,-1,,1,1,1
19/02/2019,2,Prd21,FAM8,1,Central,FAM8,Tver Oblast,2019,↓,0,-1,-1,,1,1,1
01/02/2019,2,Prd21,FAM8,1,Central,FAM8,Voronezh Oblast,2019,↓,0,-1,-1,,1,1,1
05/02/2019,2,Prd21,FAM8,1,Central,FAM8,Voronezh Oblast,2019,↓,0,-1,-1,,1,1,1
07/02/2019,2,Prd21,FAM8,1,Central,FAM8,Yaroslavl Oblast,2019,↓,0,-1,-1,,1,1,1
13/02/2019,2,Prd21,FAM8,1,Central,FAM8,Yaroslavl Oblast,2019,↓,0,-1,-1,,1,1,1
20/02/2019,2,Prd21,FAM8,1,Central,FAM8,Yaroslavl Oblast,2019,↓,0,-1,-1,,1,1,1
21/02/2019,2,Prd21,FAM8,1,Central,FAM8,Yaroslavl Oblast,2019,↓,0,-1,-1,,1,1,1
01/02/2019,2,Prd21,FAM8,1,Central,FAM8,Yaroslavl Oblast,2019,↓,0,-1,-1,,2,1,2
05/02/2019,2,Prd21,FAM8,1,Central,FAM8,Yaroslavl Oblast,2019,↓,0,-1,-1,,2,1,2
01/03/2019,3,Prd21,FAM8,1,Central,FAM8,Belgorod Oblast,2019,↓,0,-1,-1,,1,1,1
05/03/2019,3,Prd21,FAM8,1,Central,FAM8,Belgorod Oblast,2019,↓,0,-1,-1,,1,1,1
04/03/2019,3,Prd21,FAM8,1,Central,FAM8,Bryansk Oblast,2019,↓,0,-1,-1,,1,1,1
13/03/2019,3,Prd21,FAM8,1,Central,FAM8,Oryol Oblast,2019,↓,0,-1,-1,,1,1,1
01/03/2019,3,Prd21,FAM8,1,Central,FAM8,Smolensk Oblast,2019,↓,0,-1,-1,,1,1,1
04/03/2019,3,Prd21,FAM8,1,Central,FAM8,Tambov Oblast,2019,↓,0,-1,-1,,1,1,1
05/03/2019,3,Prd21,FAM8,1,Central,FAM8,Tambov Oblast,2019,↓,0,-1,-1,,1,1,1
25/03/2019,3,Prd21,FAM8,1,Central,FAM8,Tambov Oblast,2019,↓,0,-1,-1,,1,1,1
04/03/2019,3,Prd21,FAM8,1,Central,FAM8,Tver Oblast,2019,↓,0,-1,-1,,1,1,1
03/03/2019,3,Prd21,FAM8,1,Central,FAM8,Yaroslavl Oblast,2019,↓,0,-1,-1,,1,1,1
11/03/2019,3,Prd21,FAM8,1,Central,FAM8,Yaroslavl Oblast,2019,↓,0,-1,-1,,1,1,1
20/03/2019,3,Prd21,FAM8,1,Central,FAM8,Yaroslavl Oblast,2019,↓,0,-1,-1,,2,1,2
08/01/2019,1,Prd21,FAM8,1,E.Siberia & Far East,FAM8,Krasnoyarsk Oblast,2019,↓,0,-1,-1,,1,1,1
09/01/2019,1,Prd21,FAM8,1,E.Siberia & Far East,FAM8,Krasnoyarsk Oblast,2019,↓,0,-1,-1,,1,1,1
04/02/2019,2,Prd21,FAM8,1,E.Siberia & Far East,FAM8,Khabarovsk Oblast,2019,↓,0,-1,-1,,1,1,1
